id,district,code,party,first_name,last_name,first_elected,election_type,birth_year,gender,race_ethnicity,religion,lgbtq,seat_status2016,votepercent_president2016_democrat,votepercent_president2016_republican,2012votepercent_president_democrat,2012votepercent_president_republican,2008votepercent_president_democrat,2008votepercent_president_republican,rvotepercent_house_democrat,rvotepercent_house_republican,2014votepercent_house_democrat,2014votepercent_house_republican,2012two_party_dem,2012two_party_rep,acs_population_adult_white,acs_population_adult_black,acs_population_adult_latino,acs_population_adult_asianpacificislander,acs_population_adult_native,acs_population_adult_other,census_population2010_adult_white,census_population2010_adult_black,census_population2010_adult_latino,census_population2010_adult_asianpacificislander,census_population2010_adult_native,census_population2010_adult_other,acs_bachelordegree_age25plus,acs_ba_rank,acs_ba_white,acs_ba_white_rank,acs_medianincome,acs_medianincome_rank,noncollege_white_share,sort,tvotetotal_president,qvote_president_democrat,qvote_president_republican,2012votetotal_president,2012vote_pesident_democrat,2012vote_president_republican,2008votetotal_president,2008vote_president_democrat,2008vote_president_republican,2016votetotal_house,2016vote_house_democrat,2016vote_house_republican,2016vote_house_other,2014vote_total_house,2014vote_house_democrat,2014vote_house_republican,2014vote_house_other,2012house2_party_dem,2012house2_party_rep,acs_population_total,acs_population_white,acs_population_black,acs_population_latino,acs_population_asianpacificislander,acs_population_nativeamerican,acs_population_other,acs_votingagepopulation_total,acs_votingagepopulation_white,acs_votingagepopulation_black,acs_votingagepopulation_latino,acs_votingagepopulation_asianpacificislander,acs_votingagepopulation_nativeamerican,acs_votingagepopulation_other,census_totalpopulation,census_totalpopulation_white,census_totalpopulation_black,census_totalpopulation_latino,census_totalpopulation_asianpacificislander,census_totalpopulation_nativeamerican,census_totalpopulation_other,census_votingagepopulation_total,census_votingagepopulation_white,census_votingagepopulation_black,census_votingagepopulation_latino,census_votingagepopulation_asianpacificislander,census_votingagepopulation_nativeamerican,census_votingagepopulation_other
36,California 15th,CA-15,Democratic,Eric,Swalwell,2012,Normal,1980,Man,White - Non-Hispanic,Christian - Protestant,No,Re-elected,69.9,24.2,68.0,29.8,67.0,30.1,73.8,26.2,69.8,30.2,100,0,43.9,7.0,17.1,28.7,0.3,3.0,41.0,6.5,21.0,28.1,0.3,3.2 ,45.0 ,43 ,47.1 ,79 ,106291,8,23.2,36,284536,198964,68808,260611,177243,77748,100,66.98,30.06,269197,198578,70619,0,142904,99756,43148,0,231034,0,640280,250285,42795,131690,185665,1930,27915,467980,205540,32575,79925,134200,1580,14160,703021,264503,45726,164646,196110,1912,30124,525308,215417,33904,110392,147403,1477,16715
37,California 16th,CA-16,Democratic,Jim,Costa,2004,Normal,1952,Man,White - Portuguese-American,Christian - Roman Catholic,No,Re-elected,58.0,36.4,58.6,39.4,57.1,39.9,58.0,42.0,50.7,49.3,57.4,42.6,34.6,7.6,46.1,9.3,0.6,1.8,30.2,6.1,52.9,8.5,0.7,1.7 ,12.2 ,431 ,21.3 ,405 ,40207,417,27.1,37,169964,98504,61813,151953,88973,59808,100,57.09,39.86,167956,97473,70483,0,91220,46277,44943,0,84649,62801,602655,162915,40420,329110,55220,3245,11740,389255,134555,29645,179450,36190,2515,6900,703467,176602,40783,408115,60491,4226,13250,478738,144747,28987,253034,40776,3203,7991
38,California 17th,CA-17,Democratic,Ro,Khanna,2016,Normal,1976,Man,Asian - Indian,Hindu,No,Defeated,73.9,20.5,71.9,25.5,68.6,27.6,100,0,100,0,73.5,26.5,34.5,3.1,14.2,45.4,0.3,2.5,30.0,2.4,15.6,49.3,0.2,2.5 ,57.0 ,11 ,54.4 ,41 ,121150,2,15.7,38,248695,183801,50926,227806,163862,58193,100,68.56,27.55,233192,233192,0,0,134408,134408,0,0,159392,57336,579265,171590,17235,96545,271675,1565,20655,429325,148230,13505,61025,194775,1110,10685,705190,188718,16705,122990,350699,1365,24713,539199,161494,12808,84268,265956,944,13729
39,California 18th,CA-18,Democratic,Anna,Eshoo,1992,Normal,1942,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,73.4,20.2,68.2,28.9,69.8,26.9,71.1,28.9,67.8,32.2,70.5,29.5,65.2,2.0,11.7,18.3,0.2,2.6,61.1,2.0,15.0,19.2,0.2,2.5 ,61.5 ,4 ,65.1 ,14 ,125790,1,22.7,39,335138,246015,67808,319615,218082,92457,100,69.75,26.92,323930,230460,93470,0,196386,133060,63326,0,212831,89103,629140,381130,12405,90505,117870,1040,26185,474180,309310,9515,55395,86730,890,12335,701054,406641,13065,119163,134007,1444,26734,541587,331125,10594,81120,104146,1195,13407
40,California 19th,CA-19,Democratic,Zoe,Lofgren,1994,Normal,1947,Woman,White - Non-Hispanic,Christian - Lutheran,No,Re-elected,72.9,21.5,71.2,26.5,67.5,28.8,73.9,26.1,100,0,73.2,26.8,34.2,3.4,30.9,28.7,0.3,2.5,30.4,3.0,37.2,27.0,0.3,2.1 ,35.5 ,126 ,48.8 ,71 ,93139,24,17.5,40,257624,187828,55371,232442,165530,61643,100,67.5,28.83,245863,181802,64061,0,127788,127788,0,0,162300,59313,630895,185385,20120,234050,170070,1555,19720,459045,157205,15730,141730,131780,1260,11335,700886,189148,19865,290200,181245,1917,18511,521393,158639,15729,193759,140784,1517,10965
41,California 20th,CA-20,Democratic,Jimmy,Panetta,2016,Normal,1969,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Open - Retired,70.4,23.2,70.9,26.2,71.4,25.6,70.8,29.2,75.2,0,74.1,25.9,54.5,2.6,33.8,6.0,0.3,2.7,44.9,2.2,44.4,6.0,0.4,2.1 ,27.9 ,237 ,43.5 ,103 ,67419,118,30.7,41,256538,180486,59573,238341,168956,62427,100,71.38,25.58,255791,180980,74811,0,141044,106034,0,35010,172996,60566,596880,268545,13180,265140,31085,1760,17170,424375,231360,11140,143605,25585,1415,11270,704856,276231,13944,356892,37633,2460,17696,525025,235633,11761,233001,31566,2005,11059
42,California 21st,CA-21,Republican,David,Valadao,2012,Normal,1977,Man,White - Portuguese-American,Christian - Roman Catholic,No,Re-elected,55.2,39.7,54.6,43.5,51.5,45.7,43.3,56.7,42.2,57.8,42.2,57.8,29.1,6.3,58.7,3.8,0.7,1.5,23.2,5.3,65.9,3.8,0.6,1.2 ,7.9 ,435 ,19.5 ,422 ,41174,405,23.3,42,133544,73773,52972,119232,65146,51917,100,51.5,45.68,132408,57282,75126,0,79377,33470,45907,0,49119,67164,557185,122685,27555,378855,16835,3115,8145,342085,99580,21390,200670,12835,2410,5200,700644,134972,31296,497434,23677,3702,9563,473659,110029,24960,312130,18103,2713,5724
43,California 22nd,CA-22,Republican,Devin,Nunes,2002,Normal,1973,Man,White - Portuguese-American,Christian - Roman Catholic,No,Re-elected,42.6,52.1,41.6,56.6,42.3,55.3,32.4,67.6,28.0,72.0,38.1,61.9,51.7,3.2,35.6,7.1,0.5,1.8,48.0,2.8,39.4,7.4,0.6,1.8 ,24.1 ,306 ,31.6 ,239 ,56524,213,35.3,43,240137,102292,125089,221278,92005,125213,100,42.29,55.25,234966,76211,158755,0,133342,37289,96053,0,81555,132386,662435,294495,20700,284265,45590,3015,14380,458360,237150,14680,163325,32680,2425,8100,704840,298022,19708,316151,51311,4125,15523,499241,239522,13868,196766,37184,3102,8799
44,California 23rd,CA-23,Republican,Kevin,McCarthy,2006,Normal,1965,Man,White - Non-Hispanic,Christian - Baptist,No,Re-elected,36.1,58.1,36.1,61.5,36.2,60.9,30.8,69.2,25.2,74.8,0,100,57.1,6.6,29.1,4.4,0.7,2.1,55.7,5.7,30.8,4.8,0.9,2.1 ,20.8 ,373 ,24.6 ,362 ,54437,239,42.9,44,244864,88314,142351,227297,82119,139816,100,36.22,60.85,241584,74468,167116,0,134043,33726,100317,0,0,158161,674330,343480,43915,236810,28960,4550,16615,478295,273285,31440,139195,21010,3550,9815,701673,355329,41191,248938,31516,6304,18395,503535,280367,28523,155326,23953,4696,10670
45,California 24th,CA-24,Democratic,Salud,Carbajal,2016,Normal,1964,Man,Hispanic - Mexican,Christian - Roman Catholic,No,Open - Retired,56.7,36.5,54.1,43.1,56.2,40.7,53.4,46.6,51.9,48.1,55.1,44.9,68.0,2.2,22.7,4.5,0.4,2.2,62.0,2.0,29.0,4.5,0.5,2.1 ,34.0 ,141 ,44.8 ,93 ,68929,104,37.5,45,312160,176979,113887,292406,158119,126049,100,56.23,40.71,310814,166034,144780,0,198794,103228,95566,0,156749,127746,644190,394720,12510,191775,26100,2535,16545,498910,339235,10755,113290,22270,2215,11140,703683,402081,12497,239822,28931,3282,17070,553080,343003,10813,160320,24762,2712,11470
46,California 25th,CA-25,Republican,Steve,Knight,2014,Normal,1966,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,50.3,43.6,47.8,49.7,48.7,48.1,46.9,53.1,0,100.0,45.2,54.8,52.4,8.1,29.0,7.7,0.3,2.5,50.3,7.6,31.5,8.1,0.3,2.2 ,27.8 ,242 ,33.3 ,219 ,75367,69,34.9,46,273218,137491,119249,252249,120701,125258,100,48.71,48.14,261161,122406,138755,0,114072,0,114072,0,106982,129593,656050,304335,53485,227485,47790,1655,21295,466130,244305,37985,135170,35875,1355,11440,701281,321359,56375,247883,53335,2151,20178,501767,252616,38092,158077,40478,1691,10813
47,California 26th,CA-26,Democratic,Julia,Brownley,2012,Normal,1952,Woman,White - Non-Hispanic,Christian - Episcopalian,No,Re-elected,57.9,36.0,54.0,43.7,56.1,41.0,60.4,39.6,51.3,48.7,52.7,47.3,57.0,2.1,32.0,6.6,0.3,2.0,50.9,1.8,38.4,6.9,0.3,1.7 ,34.1 ,138 ,46.3 ,84 ,76914,61,30.6,47,292232,169083,105259,273647,147753,119677,100,56.09,41.04,280307,169248,111059,0,169829,87176,82653,0,139072,124863,625225,312855,11890,244590,38145,1890,15860,455215,259605,9535,145465,30250,1490,8880,707145,326988,11594,304625,45590,2001,16347,523593,266606,9206,200923,36133,1613,9112
48,California 27th,CA-27,Democratic,Judy,Chu,2009,Special,1953,Woman,Asian - Chinese,Unknown,No,Re-elected,66.0,28.4,62.6,35.0,61.0,35.5,67.4,32.6,59.4,40.6,64.0,36.0,33.5,5.4,24.5,34.7,0.2,1.7,31.3,4.5,24.4,38.0,0.2,1.7 ,40.5 ,79 ,53.1 ,44 ,71223,86,15.6,48,264466,174544,74984,257970,161528,90278,100,61.01,35.47,250632,168977,81655,0,127580,75728,51852,0,154191,86817,614295,189385,31240,168855,208315,1280,15225,481155,161170,26030,117745,166825,1145,8240,704160,205453,31301,190005,259948,1052,16401,558942,174820,25275,136134,212299,845,9569
49,California 28th,CA-28,Democratic,Adam,Schiff,2000,Normal,1960,Man,White - Non-Hispanic,Jewish,No,Re-elected,72.1,22.3,70.3,26.5,70.1,26.3,78.0,22.0,76.5,0,76.5,23.5,62.1,3.3,19.9,12.1,0.2,2.5,58.1,2.5,23.0,13.6,0.2,2.7 ,46.2 ,38 ,51.6 ,54 ,63940,143,29.9,49,289254,208645,64607,266628,187441,70757,100,70.12,26.31,270409,210883,59526,0,120264,91996,0,28268,188703,58008,600475,352030,18165,138495,72545,1335,17905,493205,306155,16045,98260,59460,1190,12095,700877,389271,16269,178368,94498,1080,21391,582270,338469,14400,133994,78940,975,15492
50,California 29th,CA-29,Democratic,Tony,Cardenas,2012,Normal,1963,Man,Hispanic - Mexican,Christian - Protestant,No,Re-elected,77.7,16.8,77.0,20.5,73.8,22.5,100,0,74.6,25.4,100,0,28.3,5.4,55.3,9.4,0.3,1.2,21.7,4.0,64.1,8.5,0.2,1.4 ,19.2 ,398 ,34.5 ,194 ,50655,298,18.4,50,196196,152517,32963,167889,129323,34454,100,73.75,22.54,171824,171824,0,0,67141,50096,17045,0,111287,0,545910,123075,24780,346110,43150,1350,7440,379540,107435,20670,209730,35835,1130,4740,701446,128951,25537,482104,52695,1330,10829,512286,111330,20288,328545,43662,1078,7383
51,California 30th,CA-30,Democratic,Brad,Sherman,1996,Normal,1954,Man,White - Non-Hispanic,Jewish,No,Re-elected,69.1,25.7,65.3,32.1,65.8,30.9,72.6,27.4,65.6,34.4,100,0,59.7,5.2,21.0,11.5,0.2,2.4,56.6,4.2,24.0,12.3,0.2,2.7 ,42.4 ,61 ,49.3 ,66 ,76778,62,30.2,51,302805,209149,77701,285226,186301,91680,100,65.84,30.87,282604,205279,77325,0,131883,86568,45315,0,247851,0,651345,358855,33110,164290,73025,1315,20750,506390,302495,26130,106595,58190,1035,11950,705295,376090,29570,190750,84259,1214,23412,559607,316869,23509,134303,68605,1018,15303
52,California 31st,CA-31,Democratic,Pete,Aguilar,2014,Normal,1979,Man,Hispanic - Mexican,Christian - Roman Catholic,No,Re-elected,57.7,36.6,57.2,40.6,55.6,40.7,56.1,43.9,51.7,48.3,0,100,35.2,12.0,43.3,7.2,0.3,2.1,34.4,11.0,44.3,8.0,0.3,2.0 ,22.7 ,338 ,33.7 ,210 ,58668,191,23.2,52,228825,131960,83701,206242,118043,83822,100,55.61,40.68,215936,121070,94866,0,99784,51622,48162,0,0,161219,650185,194055,72950,321855,44100,1715,15510,456310,160570,54605,197430,32865,1320,9515,704230,209488,76800,347395,51105,2154,17288,501208,172656,55105,221916,39859,1738,9934
53,California 32nd,CA-32,Democratic,Grace,Napolitano,1998,Normal,1936,Woman,Hispanic - Mexican,Christian - Roman Catholic,No,Re-elected,66.6,27.7,65.2,32.5,62.0,34.5,100,0,59.7,40.3,65.7,34.3,22.6,3.5,54.3,18.1,0.3,1.3,21.2,2.7,57.8,16.9,0.2,1.2 ,21.4 ,361 ,30.6 ,262 ,67101,120,15.6,53,220046,146459,60921,204169,133061,66269,100,61.98,34.54,186646,186646,0,0,84406,50353,34053,0,124903,65208,603855,114820,18575,362025,97940,1705,8800,441890,99820,15255,239750,79930,1545,5595,709057,128699,17992,443630,107252,1396,10088,521893,110400,14295,301571,88219,1134,6274
54,California 33rd,CA-33,Democratic,Ted,Lieu,2014,Normal,1969,Man,Asian - Chinese,Christian - Roman Catholic,No,Re-elected,67.8,26.5,60.6,36.8,64.1,32.9,66.4,33.6,59.2,40.8,54.0,46.0,71.1,2.9,11.0,11.9,0.2,2.9,70.1,2.8,10.3,13.7,0.2,2.9 ,65.4 ,2 ,68.1 ,10 ,101956,11,22.6,54,353897,239982,93706,346504,210010,127421,100,64.11,32.92,330219,219397,110822,0,183031,108331,74700,0,171860,146660,650100,446545,19220,78300,77205,1170,27665,523965,372800,15055,57570,62230,935,15370,697199,476364,19387,78838,94476,1101,27033,568279,398285,15806,58795,78114,925,16354
55,California 34th,CA-34,Democratic,Jimmy,Gomez,2017,Special,1974,Man,Hispanic - Mexican,Christian - No Data,No,Re-elected,83.6,10.7,83.0,14.1,77.1,18.7,100,0,100,0,85.6,14.4,17.9,7.1,51.0,22.2,0.3,1.5,10.9,5.1,60.5,22.1,0.2,1.2 ,25.4 ,285 ,59.4 ,28 ,40847,412,7.2,55,184601,154259,19784,153699,127510,21739,100,77.1,18.67,159156,159156,0,0,61607,61607,0,0,120367,20223,506520,71420,28745,303290,94320,1010,7730,360785,64690,25535,183850,80180,940,5585,705324,64935,31020,461664,137158,1362,9185,539883,58861,27285,326761,119107,1121,6748
56,California 35th,CA-35,Democratic,Norma,Torres,2014,Normal,1965,Woman,Hispanic - Guatemalan,Christian - Roman Catholic,No,Re-elected,67.7,26.9,67.4,30.6,64.1,32.3,72.4,27.6,100,0,100,0,21.8,8.8,59.8,7.3,0.3,2.0,19.1,7.2,65.0,7.2,0.3,1.3 ,16.1 ,418 ,23.8 ,376 ,57159,206,16.5,56,188611,127757,50822,161732,108983,49433,100,64.09,32.31,171353,124044,47309,0,62255,62255,0,0,142680,0,601835,104045,46900,399285,38145,1515,11950,410065,89475,36065,245130,30040,1245,8105,699719,110455,46303,487449,43584,1692,10236,484975,92609,34824,315064,34918,1326,6234
57,California 36th,CA-36,Democratic,Raul,Ruiz,2012,Normal,1972,Man,Hispanic - Mexican,Christian - Seventh-Day Adventist,No,Re-elected,52.2,43.4,50.7,47.5,50.1,47.0,62.1,37.9,54.2,45.8,52.9,47.1,55.8,4.6,34.4,3.1,0.6,1.5,51.9,3.5,39.5,3.1,0.7,1.3 ,20.6 ,377 ,29.8 ,272 ,44567,379,39.1,57,237370,123795,103051,212939,107914,101156,100,50.1,47.02,232617,144348,88269,0,134139,72682,61457,0,110189,97953,637385,295895,28980,277765,17965,4330,12445,466145,260290,21355,160190,14220,3010,7075,700371,310748,25061,326871,20622,5052,12017,521859,270869,18295,205919,16231,3641,6904
58,California 37th,CA-37,Democratic,Karen,Bass,2010,Normal,1953,Woman,Black - African-American,Christian - Baptist,No,Re-elected,85.7,9.6,84.9,12.7,84.3,12.8,100,0,84.3,15.7,86.4,13.6,32.3,29.5,25.7,10.0,0.2,2.4,27.2,24.8,34.3,10.6,0.2,2.8 ,36.9 ,108 ,66.6 ,12 ,55190,228,10.7,58,276134,236621,26608,261858,222329,33307,100,84.34,12.83,237272,237272,0,0,114838,96787,18051,0,207039,32541,592380,170405,163045,188030,52570,885,17450,455340,147055,134150,116855,45395,760,11125,705221,172925,172513,271274,65280,1174,22055,553286,150708,137337,189967,58812,952,15510
59,California 38th,CA-38,Democratic,Linda,Sánchez,2002,Normal,1969,Woman,Hispanic - Mexican,Christian - Roman Catholic,No,Re-elected,67.0,27.4,64.9,33.0,61.1,35.2,70.5,29.5,59.1,40.9,67.5,32.5,22.8,4.4,55.4,15.9,0.4,1.1,21.9,3.5,57.2,15.7,0.3,1.3 ,23.5 ,321 ,25.6 ,345 ,66421,126,16.8,59,248224,166224,68033,229875,149141,75780,100,61.14,35.16,232114,163590,68524,0,98480,58192,40288,0,145280,69807,625175,120490,26715,376965,90395,2265,8350,461625,105040,20520,255740,73385,1805,5145,695463,131697,24637,427083,99713,1649,10684,516385,113339,18216,295564,81317,1369,6580
60,California 39th,CA-39,Republican,Ed,Royce,1992,Normal,1951,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,51.5,42.9,47.1,50.8,47.3,49.4,42.8,57.2,31.5,68.5,42.2,57.8,39.6,2.5,27.2,28.5,0.2,2.0,37.4,2.4,28.5,29.8,0.2,1.8 ,41.6 ,67 ,43.7 ,100 ,85188,39,22.2,60,272471,140230,116782,263530,124108,133742,100,47.29,49.42,263456,112679,150777,0,133225,41906,91319,0,106360,145607,627415,223390,14555,199310,172420,1435,16300,475345,188355,11765,129250,135490,1155,9330,696460,239399,15997,224194,199446,1257,16167,530634,198202,12519,151476,158032,1019,9386
61,California 40th,CA-40,Democratic,Lucille,Roybal-Allard,1992,Normal,1941,Woman,Hispanic - Mexican,Christian - Roman Catholic,No,Re-elected,82.2,12.8,81.5,16.5,76.9,19.4,71.4,0,100,0,100,0,8.7,7.9,79.0,3.7,0.2,0.5,6.7,5.5,84.2,2.8,0.2,0.6 ,9.8 ,433 ,24.6 ,362 ,42902,391,6.5,61,164714,135472,21077,141918,115637,23446,100,76.86,19.4,149297,106554,0,42743,49379,49379,0,0,125553,0,513225,32335,32680,430960,14250,650,2345,313880,27435,24660,247910,11755,625,1495,703827,38003,35859,608058,16299,997,4611,478423,31970,26289,402942,13599,779,2844
62,California 41st,CA-41,Democratic,Mark,Takano,2012,Normal,1960,Man,Asian - Japanese,Christian - Methodist,Gay,Re-elected,61.0,33.1,61.5,36.3,58.5,38.0,65.0,35.0,56.6,43.4,59.0,41.0,33.6,11.2,46.6,6.1,0.4,2.0,30.9,9.6,50.3,6.9,0.4,1.9 ,18.3 ,405 ,28.2 ,301 ,62069,155,24.0,62,206961,126197,68526,185429,114040,67314,100,58.53,38.03,197323,128164,69159,0,82884,46948,35936,0,103578,72074,636580,176770,65820,344490,32950,2135,14420,439095,147540,49340,204720,26910,1805,8770,701109,182700,66182,392728,41005,2459,16035,490407,151364,47309,246668,33867,1899,9300
63,California 42nd,CA-42,Republican,Ken,Calvert,1992,Normal,1953,Man,White - Non-Hispanic,Christian - Episcopalian,No,Re-elected,41.4,53.4,41.4,56.5,43.0,53.9,41.2,58.8,34.3,65.7,39.4,60.6,52.2,5.9,30.0,9.0,0.4,2.5,50.8,5.3,32.1,9.3,0.4,2.1 ,25.0 ,294 ,27.4 ,307 ,76504,63,37.8,63,268305,111103,143175,232520,96212,131438,100,42.95,53.92,254236,104689,149547,0,113390,38850,74540,0,84702,130245,693480,328360,37770,242550,58150,2630,24025,490860,256445,29130,147110,43960,1915,12305,709841,330416,36689,256739,62490,2857,20650,502971,255312,26836,161500,46843,2167,10313
64,California 43rd,CA-43,Democratic,Maxine,Waters,1990,Normal,1938,Woman,Black - African-American,Christian - Protestant,No,Re-elected,78.4,16.7,78.0,20.0,75.2,21.8,76.1,23.9,71.0,29.0,100,0,20.6,28.7,33.9,13.8,0.2,2.8,17.7,24.2,41.7,14.1,0.2,2.1 ,26.5 ,264 ,46.2 ,85 ,54614,234,11.0,64,234060,183434,39039,222219,173342,44485,100,75.16,21.78,219516,167017,52499,0,98202,69681,28521,0,200894,0,595560,101350,158325,243365,73290,980,18245,427460,87995,122695,145015,58945,925,11890,703742,105987,165892,324296,88512,1349,17706,520049,91816,125866,216776,73466,1096,11029
65,California 44th,CA-44,Democratic,Nanette,Barragan,2016,Normal,1976,Woman,Hispanic - Mexican,Christian - Roman Catholic,No,Open - Ran for LA County Supervisor and won,83.0,12.3,84.7,13.6,81.0,15.8,100,0,86.7,0,100,0,10.9,22.5,56.8,7.8,0.3,1.7,9.0,18.0,64.5,7.1,0.2,1.2 ,12.3 ,430 ,26.5 ,322 ,50890,291,8.0,65,197802,164251,24261,183586,155459,24995,100,81.02,15.79,178413,178413,0,0,68862,59670,0,9192,165898,0,574950,46800,111335,369205,37100,1435,9075,378020,41160,85105,214815,29530,1105,6305,702899,50147,117907,480731,43546,1254,9314,487334,43768,87781,314209,34779,1013,5784
66,California 45th,CA-45,Republican,Mimi,Walters,2014,Normal,1962,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,49.8,44.4,43.0,54.8,46.3,50.6,41.4,58.6,34.9,65.1,41.5,58.5,60.9,1.9,14.2,20.4,0.2,2.5,58.3,1.5,16.4,21.0,0.2,2.7 ,56.0 ,12 ,56.5 ,35 ,97356,19,26.4,66,325967,162449,144713,309399,133114,169489,100,46.25,50.59,311849,129231,182618,0,162902,56819,106083,0,121814,171417,660030,376105,12350,110295,135990,1295,24005,505170,307520,9390,71510,103255,1040,12455,692013,384853,10010,128724,142173,1217,25036,531667,310132,7937,86929,111541,974,14154
67,California 46th,CA-46,Democratic,Lou,Correa,2016,Normal,1958,Man,Hispanic - Mexican,Christian - Roman Catholic,No,Open - Ran for Senate and lost,66.3,27.9,61.4,36.2,57.8,38.6,100,0,59.7,40.3,63.9,36.1,31.6,2.2,47.8,16.8,0.2,1.3,22.5,1.9,60.8,13.3,0.2,1.2 ,18.7 ,402 ,31.0 ,250 ,61304,168,21.7,67,180750,119762,50403,155493,95479,56252,100,57.81,38.57,164593,164593,0,0,83315,49738,33577,0,95694,54121,541120,128910,9815,318520,75615,1165,7095,358965,113515,8050,171550,60410,860,4580,708237,131037,12165,470745,83387,1368,9535,504841,113813,9687,306928,67218,1067,6128
68,California 47th,CA-47,Democratic,Alan,Lowenthal,2012,Normal,1941,Man,White - Non-Hispanic,Jewish,No,Re-elected,62.6,31.0,60.0,37.5,57.9,38.6,63.7,36.3,56.0,44.0,56.6,43.4,41.5,8.3,24.7,22.5,0.4,2.6,38.5,7.3,29.6,22.1,0.3,2.2 ,32.0 ,168 ,43.2 ,107 ,65450,134,23.5,68,258320,161743,80162,245624,147456,92010,100,57.92,38.6,242868,154759,88109,0,123400,69091,54309,0,130093,99919,622865,222360,50425,193105,134130,2375,20465,464280,192725,38685,114770,104320,1760,12030,701770,239094,51309,239436,149779,1928,20224,533085,205319,38828,157822,117608,1602,11906
69,California 48th,CA-48,Republican,Dana,Rohrabacher,1988,Normal,1947,Man,White - Non-Hispanic,Christian - Baptist,No,Re-elected,47.9,46.2,43.0,54.7,45.9,50.8,41.7,58.3,35.9,64.1,39.0,61.0,64.1,1.3,14.3,18.0,0.3,2.1,61.5,1.0,17.0,18.1,0.2,2.1 ,44.6 ,46 ,52.2 ,50 ,88903,30,30.6,69,317328,152035,146595,309496,133103,169249,100,45.85,50.84,306416,127715,178701,0,174795,62713,112082,0,113358,177144,656895,395840,7880,117705,114330,1575,19570,516420,331180,6540,73600,92885,1305,10920,712874,415230,6680,140691,127786,1515,20972,561701,345365,5482,95599,101923,1271,12061
70,California 49th,CA-49,Republican,Darrell,Issa,2000,Normal,1953,Man,White - Non-Hispanic,Christian - Orthodox,No,Re-elected,50.7,43.2,45.7,52.2,49.0,47.9,49.7,50.3,39.8,60.2,41.8,58.2,70.3,2.8,18.1,6.3,0.3,2.2,65.4,2.4,22.1,7.6,0.4,2.2 ,44.0 ,51 ,52.0 ,52 ,80877,47,33.7,70,314011,159081,135576,294468,134447,153856,100,48.98,47.91,310155,154267,155888,0,163142,64981,98161,0,114893,159725,669725,438280,18100,150135,41435,2100,19670,504795,354765,14030,91295,31845,1675,11190,713732,438171,16596,182877,50892,2465,22731,541472,354022,12811,119740,40941,1984,11974
71,California 50th,CA-50,Republican,Duncan,Hunter,2008,Normal,1976,Man,White - Non-Hispanic,Christian - Southern Baptist,No,Re-elected,39.6,54.6,37.6,60.4,39.1,58.0,36.5,63.5,28.8,71.2,32.3,67.7,67.3,2.9,20.8,5.7,0.8,2.5,63.3,2.3,25.7,5.5,0.9,2.2 ,28.2 ,230 ,33.5 ,214 ,71692,83,44.7,71,292878,115864,159822,273289,102649,165104,100,39.05,57.95,283583,103646,179937,0,157299,45302,111997,0,83455,174838,657385,403500,18340,172840,34740,5465,22505,483140,325225,14045,100300,27385,3895,12285,700614,410047,16301,210423,36142,6908,20793,520756,329692,12043,134076,28646,4941,11358
72,California 51st,CA-51,Democratic,Juan,Vargas,2012,Normal,1961,Man,Hispanic - Mexican,Christian - Roman Catholic,No,Re-elected,71.8,22.8,69.4,28.9,65.0,31.7,72.8,27.2,68.8,31.2,71.5,28.5,20.7,8.5,59.3,9.4,0.5,1.5,17.6,7.4,63.9,9.1,0.5,1.5 ,14.1 ,426 ,26.6 ,320 ,46639,355,15.2,72,205437,147603,46825,166684,115610,48108,100,65,31.68,199524,145162,54362,0,81950,56373,25577,0,113934,45464,591345,95435,43820,391130,48115,2765,10075,406185,84045,34640,240970,38280,2095,6150,702436,101085,47932,480634,57218,3132,12435,503460,88607,37415,321527,45770,2367,7774
73,California 52nd,CA-52,Democratic,Scott,Peters,2012,Normal,1958,Man,White - Non-Hispanic,Christian - Lutheran,No,Re-elected,58.1,35.6,52.1,45.7,54.6,42.5,56.5,43.5,51.6,48.4,51.2,48.8,66.0,3.2,11.9,15.9,0.3,2.7,64.7,2.9,11.6,17.8,0.3,2.8 ,57.4 ,9 ,61.2 ,23 ,90854,27,25.5,73,329258,191325,117057,314748,163911,143726,100,54.64,42.54,320656,181253,139403,0,191572,98826,92746,0,151451,144459,667510,417345,20735,91340,109080,1940,27075,528915,348835,16820,63165,84005,1555,14530,697659,433164,20283,90611,124125,1958,27518,560637,362782,16208,64846,99553,1592,15656
74,California 53rd,CA-53,Democratic,Susan,Davis,2000,Normal,1944,Woman,White - Non-Hispanic,Jewish,No,Re-elected,64.5,29.6,61.4,36.4,60.7,36.4,67.0,33.0,58.8,41.2,61.4,38.6,48.9,8.3,26.6,12.9,0.3,3.0,48.1,7.5,27.6,13.5,0.4,2.9 ,37.8 ,95 ,48.1 ,75 ,69314,97,25.3,74,310373,200237,91822,284333,174616,103513,100,60.73,36.35,296956,198988,97968,0,148044,87104,60940,0,164825,103482,675895,292910,56650,213015,84015,1645,27655,525270,256890,43765,139595,67845,1415,15755,699221,302484,54751,221120,91477,2356,27033,546096,262923,40868,150625,73753,1959,15968
